Accident_ID,Latitude,Longitude,Date,Time,Day_of_Week,Traffic_Volume,Road_Type,Speed_Limit,Weather_Condition,Visibility,Lighting_Condition,Proximity_to_Intersection,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Pedestrian_Involved,Driver_Distraction
A00995,10.0464,75.1871,2024-06-06,19:28:20,Wednesday,1609,Urban,40,Rain,1374,Daylight,117,2,1,3,Yes,Fatigue
A00996,8.4226,76.1935,2024-10-29,02:42:17,Saturday,1705,Urban,40,Rain,627,Night,141,2,1,2,Yes,None
A00997,11.2026,76.4774,2024-05-29,02:30:42,Monday,1023,Residential,60,Overcast,437,Daylight,51,1,1,1,No,Mobile
A00998,10.0535,77.0585,2024-02-23,21:36:14,Friday,633,Urban,40,Clear,1541,Daylight,91,1,1,3,Yes,None
A00999,10.7518,75.5071,2024-10-25,12:45:53,Friday,1090,Urban,30,Clear,142,Night,155,2,2,1,Yes,None
A01000,12.0364,74.7212,2024-06-09,05:17:12,Monday,752,Highway,50,Overcast,1849,Night,23,1,2,0,Yes,Alcohol
A01001,9.0115,75.4926,2024-04-24,06:01:56,Thursday,1095,Urban,30,Overcast,389,Daylight,33,1,1,2,Yes,None
A01002,9.9675,76.745,2024-06-20,15:16:13,Thursday,1673,Residential,40,Fog,898,Night,161,2,2,0,Yes,Mobile
A01003,11.0601,74.7145,2024-11-21,13:29:14,Tuesday,1664,Urban,70,Clear,1682,Night,40,2,4,3,No,Alcohol
A01004,8.5325,76.3949,2024-09-16,12:44:23,Monday,877,Residential,30,Fog,887,Daylight,147,2,3,0,No,Mobile
A01005,8.9798,75.8028,2024-06-11,01:17:59,Tuesday,205,Highway,50,Overcast,1573,Daylight,157,1,4,2,No,Fatigue
A01006,10.4553,74.4954,2024-01-21,14:48:07,Wednesday,754,Residential,30,Fog,1985,Daylight,45,2,4,3,No,Fatigue
A01007,11.9062,76.0985,2024-06-30,11:26:04,Monday,1164,Highway,50,Fog,841,Daylight,135,1,4,2,Yes,Mobile
A01008,10.3631,75.3854,2024-10-02,18:36:18,Saturday,1478,Urban,40,Rain,1643,Night,123,2,3,1,No,Mobile
A01009,9.5517,77.0707,2024-09-28,18:35:42,Monday,897,Urban,40,Rain,914,Daylight,184,1,3,0,No,Alcohol
A01010,8.4339,77.4614,2024-03-02,00:57:06,Friday,697,Residential,50,Overcast,1762,Night,63,3,3,3,Yes,Fatigue
A01011,11.2555,74.3488,2024-10-20,09:33:50,Wednesday,1950,Urban,30,Rain,194,Daylight,72,2,1,0,Yes,None
A01012,8.2359,75.5693,2024-10-25,11:00:22,Thursday,411,Urban,50,Clear,619,Night,169,1,3,1,Yes,Alcohol
A01013,10.2954,74.5936,2024-12-09,19:38:09,Thursday,494,Urban,60,Clear,688,Night,94,2,3,0,Yes,None
A01014,12.3717,76.8307,2024-01-06,13:07:58,Wednesday,1499,Urban,40,Rain,1055,Daylight,128,3,1,0,No,None
A01015,10.1338,74.5639,2024-03-12,10:03:17,Friday,1739,Residential,40,Fog,1759,Night,165,3,2,1,Yes,Mobile
A01016,11.6748,76.2565,2024-07-16,02:28:56,Sunday,1964,Urban,70,Rain,915,Night,145,3,4,3,No,Mobile
A01017,8.4102,76.429,2024-03-31,20:36:54,Thursday,851,Highway,40,Clear,1501,Daylight,87,2,3,3,Yes,Fatigue
A01018,9.2984,77.1605,2024-09-12,06:48:37,Sunday,1871,Highway,30,Rain,1695,Daylight,81,3,1,3,No,Mobile
A01019,11.4805,75.1036,2024-04-26,21:18:36,Thursday,1892,Residential,50,Overcast,315,Night,120,2,1,3,Yes,Mobile
A01020,11.0212,74.1564,2024-06-25,13:02:34,Saturday,1390,Residential,60,Clear,918,Night,75,2,1,3,No,None
A01021,10.1415,75.5687,2024-04-25,07:28:21,Thursday,1939,Urban,70,Fog,613,Night,116,1,4,2,Yes,Fatigue
A01022,9.4706,75.5228,2024-12-11,16:53:27,Saturday,703,Highway,30,Overcast,1242,Daylight,71,2,4,0,No,Fatigue
A01023,9.2702,76.2085,2024-06-25,12:29:14,Tuesday,1097,Residential,40,Overcast,1068,Night,131,1,3,1,Yes,None
A01024,10.9873,75.6535,2024-10-05,13:49:44,Monday,1007,Highway,40,Overcast,1725,Night,38,2,2,3,Yes,Fatigue
A01025,11.9679,76.0787,2024-08-14,22:56:45,Friday,1898,Urban,60,Rain,1279,Daylight,113,2,1,1,Yes,Mobile
A01026,10.8832,76.731,2024-07-20,08:32:18,Saturday,1975,Urban,60,Clear,1050,Night,14,2,4,3,No,Fatigue
A01027,9.6895,76.9699,2024-12-15,04:37:04,Thursday,602,Residential,70,Rain,1634,Daylight,69,2,4,3,No,Fatigue
A01028,9.9083,74.6863,2024-02-09,22:25:16,Thursday,613,Residential,60,Clear,1684,Daylight,169,3,1,2,Yes,None
A01029,9.744,75.1044,2024-10-11,12:00:35,Thursday,1290,Highway,30,Fog,1570,Daylight,121,1,4,2,Yes,Mobile
A01030,11.0885,74.5762,2024-07-09,02:22:28,Friday,872,Highway,50,Overcast,397,Night,72,1,3,2,No,Alcohol
A01031,11.599,77.1932,2024-10-10,10:16:12,Wednesday,299,Urban,50,Fog,900,Night,10,1,1,0,Yes,Fatigue
A01032,11.9968,76.9024,2024-09-24,00:21:30,Wednesday,578,Urban,40,Overcast,155,Daylight,164,1,2,1,No,None
A01033,10.4355,76.5995,2024-02-25,04:36:38,Friday,1550,Urban,30,Rain,1472,Night,25,3,2,3,Yes,Alcohol
A01034,8.0791,76.6125,2024-03-16,10:06:27,Sunday,732,Highway,40,Fog,152,Daylight,117,2,1,2,No,Fatigue
A01035,8.0082,76.3555,2024-11-01,06:09:09,Thursday,1170,Residential,40,Clear,1154,Night,184,3,2,0,Yes,Mobile
A01036,8.0168,77.4949,2024-12-17,11:43:13,Thursday,1727,Highway,40,Rain,262,Daylight,17,1,2,3,No,Alcohol
A01037,11.7003,75.9789,2024-05-17,13:29:37,Friday,1025,Residential,60,Overcast,1800,Daylight,51,2,2,1,No,Alcohol
A01038,10.8144,76.1146,2024-04-05,17:52:48,Sunday,1915,Urban,40,Fog,257,Daylight,186,3,4,1,Yes,None
A01039,11.2971,74.5489,2024-01-09,00:53:01,Thursday,1267,Residential,30,Fog,925,Night,111,2,1,2,Yes,None
A01040,9.6859,76.8113,2024-07-25,02:50:11,Friday,1831,Residential,30,Overcast,1234,Daylight,194,1,3,0,Yes,Mobile
A01041,8.2333,76.8042,2024-03-07,00:59:06,Friday,386,Residential,30,Fog,1686,Daylight,51,2,4,3,No,Mobile
A01042,11.295,77.1039,2024-02-03,18:38:57,Tuesday,1875,Urban,60,Fog,1696,Night,165,3,2,2,No,Alcohol
A01043,11.0893,75.1681,2024-01-23,08:45:09,Sunday,234,Residential,50,Clear,1151,Night,85,2,4,1,Yes,None
A01044,8.9585,77.3828,2024-12-27,21:20:26,Thursday,1903,Residential,70,Fog,1192,Daylight,39,2,2,3,Yes,Fatigue
A01045,10.5353,74.7775,2024-03-13,22:52:12,Sunday,810,Highway,40,Fog,521,Night,75,1,2,0,No,Fatigue
A01046,8.9839,77.0255,2024-08-13,05:32:27,Tuesday,1136,Urban,50,Rain,1995,Daylight,70,2,3,0,Yes,None
A01047,12.2125,75.8451,2024-11-28,09:15:34,Tuesday,1695,Residential,60,Overcast,689,Night,198,1,4,0,No,Alcohol
A01048,11.0642,76.133,2024-11-19,09:30:57,Wednesday,1948,Urban,70,Rain,626,Night,140,1,4,3,No,Mobile
A01049,10.1148,74.5503,2024-09-28,06:00:41,Sunday,1389,Residential,50,Rain,1972,Daylight,122,3,4,0,Yes,Mobile
A01050,11.3439,74.6415,2024-08-28,07:32:12,Thursday,1666,Highway,60,Clear,1863,Night,14,3,4,2,Yes,Fatigue
A01051,10.6938,75.3755,2024-06-16,22:25:41,Tuesday,665,Residential,70,Overcast,1436,Night,71,1,3,2,No,Mobile
A01052,10.3013,75.4492,2024-08-14,20:12:33,Tuesday,1235,Residential,70,Rain,368,Daylight,70,2,2,1,No,Alcohol
A01053,10.4112,74.7895,2024-09-14,22:10:03,Thursday,458,Urban,70,Fog,1588,Night,161,2,2,1,Yes,Mobile
A01054,9.0282,75.1746,2024-08-21,07:14:12,Thursday,834,Highway,40,Overcast,1521,Night,187,2,2,3,Yes,Alcohol
A01055,9.1181,74.7911,2024-03-09,06:01:28,Friday,635,Urban,60,Rain,405,Night,134,3,3,0,No,Alcohol
A01056,10.5366,75.5613,2024-04-11,07:26:32,Wednesday,881,Highway,60,Overcast,489,Daylight,118,2,1,0,No,Alcohol
A01057,9.6028,76.2484,2024-12-18,08:26:44,Friday,1328,Highway,40,Overcast,552,Night,83,1,2,0,Yes,None
A01058,11.2576,77.3006,2024-01-09,03:25:43,Wednesday,844,Residential,50,Clear,868,Daylight,105,1,1,3,Yes,None
A01059,11.491,76.4999,2024-10-25,22:20:35,Friday,1313,Highway,50,Rain,344,Night,82,1,3,3,No,Fatigue
A01060,12.2722,77.4693,2024-03-23,08:26:17,Thursday,1608,Urban,60,Overcast,189,Night,40,1,2,2,No,Mobile
A01061,9.8983,77.1396,2024-04-05,22:10:53,Wednesday,937,Urban,50,Rain,1884,Night,57,2,3,3,No,Mobile
A01062,8.9916,75.4531,2024-12-14,06:51:41,Thursday,1533,Highway,60,Rain,767,Night,172,1,3,1,Yes,None
A01063,8.9696,74.4488,2024-03-25,12:48:27,Thursday,593,Residential,50,Fog,1692,Night,134,1,1,3,No,Alcohol
A01064,8.4605,74.4739,2024-02-07,02:52:23,Sunday,798,Highway,30,Overcast,373,Night,13,3,1,2,Yes,Alcohol
A01065,11.0999,74.69,2024-11-08,17:35:04,Sunday,741,Urban,50,Rain,1701,Night,154,3,3,0,Yes,None
A01066,10.9855,77.3795,2024-08-04,11:41:56,Tuesday,468,Residential,30,Overcast,115,Night,180,1,3,0,No,Mobile
A01067,11.8887,76.6797,2024-06-11,23:31:03,Thursday,282,Highway,50,Clear,1992,Night,69,2,3,2,Yes,None
A01068,9.0123,75.8499,2024-04-27,03:14:49,Sunday,989,Highway,70,Overcast,884,Daylight,81,3,4,2,Yes,Fatigue
A01069,8.4397,76.4419,2024-02-03,22:20:13,Friday,864,Highway,60,Clear,574,Daylight,182,3,2,0,No,Alcohol
A01070,8.7513,76.2583,2024-09-09,08:45:20,Monday,1099,Highway,40,Clear,1122,Daylight,151,2,3,3,Yes,Mobile
A01071,10.9485,75.7387,2024-09-04,10:13:40,Monday,1319,Urban,30,Fog,976,Night,116,1,4,3,Yes,None
A01072,9.9859,75.7078,2024-08-29,01:08:22,Monday,1490,Highway,60,Rain,283,Night,167,1,1,0,Yes,Mobile
A01073,11.4613,76.1018,2024-05-24,00:37:19,Wednesday,265,Highway,60,Fog,201,Daylight,39,1,4,2,No,Fatigue
A01074,11.0626,75.2111,2024-06-07,17:18:20,Tuesday,538,Highway,70,Clear,240,Night,64,1,1,2,No,Fatigue
A01075,12.2682,75.0358,2024-11-13,12:41:48,Monday,235,Urban,50,Overcast,1919,Night,162,1,1,2,Yes,Alcohol
A01076,10.5576,75.027,2024-01-26,13:59:25,Saturday,1334,Urban,40,Clear,1575,Night,149,3,1,2,Yes,Fatigue
A01077,10.3185,75.1456,2024-05-10,18:32:26,Sunday,990,Highway,50,Rain,1004,Daylight,113,2,1,1,No,None
A01078,9.0453,75.6071,2024-07-30,20:44:21,Monday,1225,Urban,30,Rain,531,Daylight,129,2,4,2,Yes,Mobile
A01079,9.8611,74.0947,2024-07-07,23:40:12,Thursday,1562,Residential,50,Fog,181,Night,145,2,3,3,No,Alcohol
A01080,10.807,76.8841,2024-07-14,04:56:46,Friday,787,Urban,60,Overcast,1891,Night,181,1,2,0,No,Mobile
A01081,11.7834,75.9527,2024-01-17,01:47:52,Wednesday,1040,Urban,60,Fog,1201,Night,153,3,4,0,Yes,Alcohol
A01082,9.1566,75.3288,2024-08-30,05:19:10,Wednesday,310,Residential,30,Rain,151,Night,60,3,1,0,No,None
A01083,11.4521,75.404,2024-08-07,12:02:44,Monday,1318,Urban,60,Rain,1096,Night,133,2,4,0,Yes,Mobile
A01084,11.0556,76.7813,2024-01-21,17:12:50,Tuesday,730,Urban,60,Clear,1062,Daylight,127,1,2,0,No,Mobile
A01085,11.3001,75.8389,2024-07-12,05:08:39,Sunday,874,Residential,30,Rain,1954,Daylight,94,2,1,3,No,Alcohol
A01086,10.4775,75.0428,2024-03-21,01:27:08,Monday,1840,Urban,30,Clear,745,Daylight,122,3,1,0,No,Alcohol
A01087,9.1105,76.497,2024-05-18,11:05:28,Monday,728,Residential,70,Fog,347,Daylight,151,3,1,3,Yes,Alcohol
A01088,9.9462,76.9369,2024-02-01,10:39:42,Monday,292,Residential,40,Rain,1042,Daylight,14,1,4,3,Yes,Fatigue
A01089,9.7241,77.1019,2024-07-19,12:44:46,Monday,849,Highway,40,Rain,1835,Daylight,50,3,4,2,No,Mobile
A01090,12.0669,75.6033,2024-07-15,20:05:20,Saturday,231,Urban,60,Overcast,1672,Daylight,133,1,1,0,Yes,Fatigue
A01091,9.4945,75.0678,2024-09-23,03:26:10,Tuesday,1507,Urban,50,Overcast,1311,Daylight,91,2,2,2,Yes,Fatigue
A01092,10.3399,77.3242,2024-02-14,10:09:21,Thursday,1956,Highway,60,Rain,179,Night,87,1,3,3,No,Mobile
A01093,10.1087,75.119,2024-01-23,03:48:41,Tuesday,1883,Residential,60,Rain,676,Daylight,72,3,2,2,No,None
A01094,12.3095,74.7029,2024-07-18,01:22:45,Friday,716,Residential,50,Clear,405,Daylight,76,1,3,2,No,Alcohol
A01095,11.4045,74.5413,2024-09-08,07:22:12,Thursday,774,Residential,30,Clear,1165,Daylight,186,1,4,2,No,Alcohol
A01096,8.6487,75.6668,2024-02-20,15:36:54,Friday,1487,Residential,70,Overcast,1508,Daylight,150,2,2,3,No,Alcohol
A01097,11.8027,76.0408,2024-11-23,18:16:26,Thursday,1048,Urban,60,Clear,518,Daylight,129,3,1,1,No,Fatigue
A01098,11.1452,77.1926,2024-02-06,02:05:13,Friday,1381,Urban,70,Rain,1192,Daylight,17,1,4,2,No,Fatigue
A01099,8.0992,74.403,2024-03-29,07:49:36,Thursday,1357,Residential,50,Fog,1806,Daylight,81,2,3,2,No,Fatigue
A01100,9.2552,74.4416,2024-07-14,07:09:26,Friday,503,Highway,50,Clear,959,Night,99,2,4,2,Yes,None
A01101,8.026,77.1929,2024-03-07,08:52:26,Monday,878,Residential,70,Fog,1425,Daylight,184,2,1,2,Yes,Mobile
A01102,9.9367,74.4095,2024-03-09,10:32:14,Thursday,766,Highway,30,Rain,559,Night,149,2,2,0,No,Fatigue
A01103,8.3935,75.0333,2024-05-01,19:14:34,Wednesday,1880,Residential,70,Clear,1590,Night,138,2,1,0,Yes,Mobile
A01104,11.6977,74.3803,2024-04-07,17:01:59,Monday,587,Urban,70,Overcast,650,Daylight,161,2,3,3,Yes,Alcohol
A01105,10.9029,76.6271,2024-07-11,21:13:23,Tuesday,1344,Highway,40,Overcast,1317,Daylight,165,1,3,0,No,None
A01106,12.4722,77.093,2024-01-22,18:49:12,Friday,1226,Residential,50,Fog,1047,Daylight,89,2,4,1,Yes,None
A01107,8.3085,74.9229,2024-04-21,17:24:06,Sunday,1970,Urban,60,Clear,1930,Night,130,3,3,0,No,Fatigue
A01108,12.3055,75.251,2024-08-13,22:45:24,Thursday,1073,Highway,40,Overcast,1423,Daylight,184,3,1,0,Yes,Alcohol
A01109,9.2533,76.0097,2024-09-01,23:22:43,Saturday,1925,Residential,60,Rain,1341,Night,157,3,3,1,Yes,None
A01110,8.4549,76.0336,2024-02-17,14:36:10,Saturday,536,Highway,60,Rain,502,Daylight,41,1,3,2,Yes,Alcohol
A01111,10.9943,77.0454,2024-06-07,09:17:51,Monday,1243,Urban,40,Fog,1891,Night,141,2,3,1,Yes,Mobile
A01112,12.1832,76.2001,2024-09-13,03:31:32,Sunday,887,Highway,30,Fog,1294,Daylight,133,3,1,0,Yes,None
A01113,8.3308,75.951,2024-05-11,12:46:42,Saturday,1084,Residential,30,Clear,328,Night,47,1,3,1,No,None
A01114,9.3763,74.7039,2024-12-14,22:30:36,Friday,958,Residential,50,Overcast,680,Night,30,1,2,2,Yes,None
A01115,10.5141,76.5398,2024-10-22,18:17:56,Monday,1081,Highway,40,Clear,325,Daylight,178,1,1,3,No,Mobile
A01116,9.6906,75.459,2024-04-12,12:44:34,Saturday,551,Residential,40,Rain,1021,Night,118,1,1,1,Yes,Mobile
A01117,11.0097,74.0947,2024-07-10,20:22:04,Sunday,482,Residential,60,Overcast,460,Daylight,146,1,2,2,No,None
A01118,11.9748,74.8535,2024-10-21,09:58:41,Friday,446,Highway,60,Overcast,1294,Daylight,19,2,1,0,Yes,None
A01119,8.0414,77.1924,2024-12-24,10:10:42,Sunday,1379,Urban,60,Fog,613,Daylight,100,3,4,1,Yes,Mobile
A01120,11.4319,75.8044,2024-12-09,11:40:52,Friday,241,Urban,30,Overcast,1738,Night,67,2,4,0,No,Mobile
A01121,11.5136,75.4836,2024-11-17,02:41:09,Monday,829,Highway,30,Overcast,341,Night,126,1,4,0,Yes,Alcohol
A01122,8.4832,75.6167,2024-05-25,07:24:25,Thursday,1119,Residential,60,Clear,1097,Daylight,64,2,1,0,Yes,Fatigue
A01123,12.4432,76.368,2024-07-22,16:06:23,Saturday,560,Urban,50,Rain,701,Night,177,2,1,2,No,Fatigue
A01124,11.082,74.8543,2024-12-27,23:08:07,Monday,1640,Highway,60,Fog,1882,Night,123,3,1,1,Yes,None
A01125,12.0956,74.8517,2024-06-19,09:32:08,Friday,856,Urban,40,Rain,1198,Daylight,15,1,3,2,Yes,Fatigue
A01126,10.4959,76.5431,2024-08-14,02:01:04,Saturday,1095,Urban,60,Rain,1395,Daylight,156,1,1,2,No,Alcohol
A01127,8.9303,74.0351,2024-04-26,23:23:45,Saturday,321,Residential,50,Overcast,1552,Night,113,1,4,3,No,Fatigue
A01128,9.6961,76.0094,2024-05-11,14:08:11,Friday,1129,Highway,60,Overcast,1122,Daylight,16,1,4,1,No,Alcohol
A01129,12.4383,76.5797,2024-02-02,14:20:09,Saturday,781,Urban,60,Rain,788,Night,65,3,2,2,Yes,Alcohol
A01130,11.1279,77.3664,2024-05-23,20:02:12,Friday,1907,Residential,40,Clear,443,Daylight,158,1,3,2,Yes,None
A01131,9.5533,77.189,2024-05-04,08:32:02,Sunday,1521,Urban,60,Rain,774,Daylight,60,3,2,3,No,Alcohol
A01132,12.027,77.2945,2024-02-03,17:51:31,Friday,1204,Urban,70,Rain,822,Night,194,3,3,0,No,Fatigue
A01133,10.9573,75.5559,2024-03-18,10:02:40,Saturday,333,Residential,70,Overcast,841,Night,96,1,4,1,Yes,None
A01134,11.1699,76.116,2024-08-17,22:17:16,Wednesday,1856,Urban,70,Fog,210,Night,15,1,1,2,Yes,Mobile
A01135,10.0622,74.3914,2024-01-09,20:32:53,Sunday,1102,Urban,60,Overcast,1203,Daylight,88,1,1,3,No,Alcohol
A01136,8.9179,74.6426,2024-08-24,21:14:03,Saturday,235,Urban,70,Clear,1696,Daylight,39,1,4,2,No,None
A01137,8.7955,77.2429,2024-10-07,00:59:40,Saturday,1133,Residential,30,Fog,992,Daylight,105,3,3,0,Yes,Alcohol
A01138,9.9256,74.1463,2024-06-13,14:26:50,Friday,633,Urban,40,Clear,1575,Daylight,118,3,2,1,Yes,Mobile
A01139,8.3981,74.306,2024-08-10,01:11:08,Saturday,1635,Residential,40,Rain,1364,Night,40,3,4,1,Yes,Alcohol
A01140,11.3757,75.0196,2024-08-03,16:39:33,Saturday,1637,Residential,30,Rain,735,Daylight,136,3,4,3,Yes,Fatigue
A01141,11.2421,74.4044,2024-04-07,23:47:30,Saturday,1694,Highway,60,Clear,434,Daylight,154,1,1,2,Yes,Alcohol
A01142,8.4189,76.0089,2024-09-20,20:37:32,Friday,1062,Highway,70,Rain,482,Night,133,1,4,2,No,None
A01143,10.0218,77.4192,2024-06-29,06:55:23,Saturday,893,Urban,70,Fog,758,Daylight,95,3,3,0,No,Alcohol
A01144,9.1051,74.1264,2024-07-25,06:38:06,Monday,745,Residential,70,Fog,1392,Night,64,3,3,3,No,Alcohol
A01145,10.6038,76.7683,2024-11-05,21:32:15,Wednesday,1420,Urban,60,Clear,1469,Daylight,42,1,1,2,No,Alcohol
A01146,8.6904,75.0461,2024-04-22,03:32:16,Thursday,720,Residential,40,Rain,906,Night,156,1,4,2,Yes,Fatigue
A01147,10.4775,76.1917,2024-02-07,10:30:39,Friday,1520,Urban,40,Overcast,1995,Night,196,1,3,0,Yes,Fatigue
A01148,11.0214,74.4454,2024-02-12,02:50:57,Sunday,628,Residential,30,Rain,1188,Night,142,1,4,2,Yes,None
A01149,8.8762,76.7692,2024-04-17,19:06:57,Tuesday,568,Highway,50,Rain,462,Night,55,3,3,3,Yes,None
A01150,9.6733,75.9366,2024-02-21,09:03:17,Sunday,1247,Urban,40,Fog,490,Daylight,94,2,1,2,Yes,Alcohol
A01151,11.3369,74.753,2024-11-08,23:43:08,Friday,1408,Highway,30,Overcast,1008,Daylight,186,1,3,3,No,Fatigue
A01152,11.1348,76.6964,2024-03-11,11:21:46,Tuesday,1449,Residential,70,Clear,1320,Night,75,2,3,2,No,Mobile
A01153,11.0666,75.3016,2024-08-29,01:18:03,Thursday,407,Highway,60,Clear,1764,Daylight,55,3,1,0,No,Mobile
A01154,8.8742,74.9337,2024-03-04,06:51:01,Thursday,1489,Highway,50,Overcast,243,Night,24,1,2,1,No,None
A01155,11.9361,74.1906,2024-09-01,13:45:07,Thursday,326,Residential,40,Overcast,1090,Daylight,198,3,1,3,Yes,Alcohol
A01156,11.3989,74.5392,2024-12-16,04:53:36,Saturday,295,Highway,60,Overcast,173,Daylight,88,2,2,1,Yes,Alcohol
A01157,9.5447,75.8635,2024-10-19,19:53:41,Friday,775,Residential,40,Rain,985,Night,149,3,4,3,No,Fatigue
A01158,10.1159,74.3269,2024-01-21,01:14:52,Tuesday,275,Highway,50,Fog,1106,Night,110,1,4,2,No,Alcohol
A01159,11.3652,75.5262,2024-04-21,23:54:57,Thursday,270,Highway,30,Overcast,1621,Daylight,148,3,1,0,No,Mobile
A01160,11.4911,76.6455,2024-03-02,15:19:24,Thursday,852,Urban,40,Rain,1665,Daylight,43,2,1,3,Yes,Alcohol
A01161,11.7235,77.239,2024-02-17,07:12:44,Friday,792,Highway,40,Fog,1181,Night,167,1,1,0,No,Alcohol
A01162,10.9777,76.2305,2024-12-18,16:37:44,Wednesday,801,Residential,70,Rain,730,Daylight,180,2,3,1,No,Alcohol
A01163,9.8357,77.2661,2024-11-25,00:40:48,Thursday,1448,Residential,40,Clear,1632,Night,55,1,3,2,No,None
A01164,9.2091,77.3993,2024-01-06,02:20:46,Wednesday,1771,Urban,40,Clear,265,Night,82,3,2,1,Yes,Alcohol
A01165,12.3421,74.1695,2024-03-18,03:12:40,Monday,400,Residential,30,Rain,1955,Night,91,3,3,0,Yes,Mobile
A01166,10.0704,75.4959,2024-09-21,18:33:55,Monday,768,Residential,60,Fog,605,Daylight,52,2,3,0,Yes,None
A01167,9.6749,74.9984,2024-02-06,18:57:55,Thursday,1811,Urban,70,Fog,144,Daylight,85,3,1,2,No,None
A01168,8.2067,75.4226,2024-08-31,06:19:46,Saturday,514,Residential,40,Fog,592,Daylight,162,3,4,2,Yes,None
A01169,10.4023,77.0416,2024-07-16,13:43:24,Tuesday,492,Residential,30,Overcast,141,Night,200,2,4,0,Yes,Mobile
A01170,12.285,76.0071,2024-10-07,22:57:24,Monday,457,Residential,60,Clear,392,Daylight,26,1,1,0,Yes,Mobile
A01171,9.7444,74.2104,2024-09-14,20:16:14,Sunday,631,Residential,60,Fog,1709,Night,161,1,2,3,Yes,Alcohol
A01172,9.438,75.8882,2024-04-26,00:07:47,Wednesday,651,Residential,30,Clear,1838,Night,113,3,2,0,No,None
A01173,9.9116,74.3325,2024-12-20,16:51:10,Saturday,1226,Urban,30,Rain,900,Daylight,145,2,3,1,No,None
A01174,9.7842,77.2638,2024-03-11,08:03:50,Sunday,1254,Residential,50,Clear,556,Night,88,2,1,3,No,Fatigue
A01175,10.2987,75.3829,2024-01-03,02:33:42,Thursday,1448,Urban,30,Fog,1804,Night,149,2,4,1,Yes,Fatigue
A01176,10.5336,76.5114,2024-05-21,17:47:04,Sunday,1329,Residential,70,Rain,376,Night,62,2,2,2,Yes,Alcohol
A01177,12.1047,77.35,2024-12-27,07:14:26,Saturday,1712,Highway,70,Fog,738,Daylight,200,2,4,3,No,Mobile
A01178,9.1218,74.5867,2024-10-17,14:42:37,Sunday,233,Residential,50,Rain,1552,Daylight,45,3,2,2,Yes,Fatigue
A01179,8.2441,76.0819,2024-11-30,08:51:58,Monday,877,Highway,60,Overcast,807,Night,105,2,1,0,Yes,Fatigue
A01180,10.0483,77.2875,2024-10-02,01:38:21,Tuesday,334,Highway,60,Fog,422,Night,155,1,1,1,No,Mobile
A01181,11.5074,76.5522,2024-07-10,12:16:30,Tuesday,1711,Urban,50,Clear,723,Daylight,30,3,2,0,Yes,Mobile
A01182,10.3394,76.5069,2024-06-30,14:20:58,Wednesday,1553,Highway,30,Overcast,1270,Daylight,110,1,2,0,No,Mobile
A01183,10.3185,74.9638,2024-10-06,11:40:21,Wednesday,622,Urban,60,Fog,475,Daylight,156,3,1,3,Yes,Mobile
A01184,8.0593,76.0251,2024-08-15,15:11:39,Monday,1220,Urban,50,Rain,1142,Daylight,119,2,4,0,Yes,None
A01185,8.1027,74.3631,2024-05-03,23:36:34,Friday,597,Urban,30,Fog,692,Daylight,117,1,1,2,Yes,Alcohol
A01186,11.8323,75.1199,2024-05-08,08:31:34,Friday,649,Urban,40,Rain,386,Night,154,1,3,1,No,Alcohol
A01187,10.6195,74.1962,2024-08-18,13:02:18,Sunday,763,Residential,50,Fog,748,Daylight,175,3,1,0,No,Mobile
A01188,10.0992,74.6367,2024-12-23,14:29:02,Friday,635,Residential,70,Clear,807,Daylight,135,2,3,1,No,Fatigue
A01189,10.1151,74.6989,2024-09-29,21:49:54,Saturday,1173,Residential,70,Rain,827,Night,24,1,4,0,Yes,Mobile
A01190,11.8156,77.1171,2024-07-27,22:34:20,Wednesday,727,Urban,50,Rain,770,Night,49,1,3,2,Yes,Alcohol
A01191,8.9687,74.2507,2024-06-18,07:53:51,Wednesday,1014,Residential,70,Overcast,1430,Daylight,23,3,3,0,Yes,Alcohol
A01192,10.6558,75.8568,2024-01-13,23:58:14,Thursday,710,Highway,60,Fog,288,Night,102,1,1,1,Yes,None
A01193,10.3699,74.709,2024-07-26,10:47:30,Wednesday,1106,Highway,60,Overcast,1605,Daylight,76,2,4,3,Yes,Fatigue
A01194,12.4232,77.1863,2024-01-18,06:35:33,Tuesday,304,Residential,50,Fog,665,Daylight,65,3,2,3,Yes,Mobile
A01195,11.3834,74.0327,2024-04-19,06:45:51,Friday,1008,Residential,30,Overcast,1282,Night,149,1,1,1,Yes,Fatigue
A01196,11.9253,75.7894,2024-06-13,20:05:44,Tuesday,281,Highway,50,Rain,124,Night,124,1,3,1,Yes,Fatigue
A01197,10.3934,75.7123,2024-05-13,12:14:54,Sunday,1427,Urban,60,Overcast,880,Daylight,182,3,2,0,No,Mobile
A01198,10.7545,76.1236,2024-05-14,14:32:16,Monday,1894,Highway,50,Fog,1395,Daylight,72,3,2,3,Yes,Fatigue
A01199,11.4647,76.4487,2024-08-23,15:34:55,Friday,712,Residential,60,Rain,101,Daylight,157,2,2,3,No,Alcohol
A01200,9.9281,76.2635,2024-02-16,09:25:42,Monday,1641,Highway,50,Clear,1921,Night,164,3,1,3,Yes,Alcohol
A01201,10.9262,75.7644,2024-02-14,14:45:56,Sunday,632,Highway,30,Overcast,699,Night,44,2,1,2,Yes,Mobile
